ibd_endoseverity_num	n	mean	sd
0.0	340	0.05281833170304024	0.46860514974108713
1.0	310	0.1449624211010303	0.5000690497874952
2.0	184	0.2106807353702805	0.6376661974122709
3.0	82	0.3855446113975801	0.6861432438500185
