dataset_id	url	local_path	sha256	status
GSE206285	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE206nnn/GSE206285/suppl/GSE206285_additional_sample_metadata.tsv.gz	data/raw/GSE206285/GSE206285_additional_sample_metadata.tsv.gz	3b4ef2e061af0338e4e9194bd2652e91356bc2768056157f7dc529c23d8c8649	downloaded
GSE206285	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE206nnn/GSE206285/matrix/GSE206285_series_matrix.txt.gz	data/raw/GSE206285/GSE206285_series_matrix.txt.gz	a1d11a5234712e813f5c4f1eb3bdb6695f5c99283610f7ee31ad7552bd3b3f82	downloaded
GSE92415	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92415/matrix/GSE92415_series_matrix.txt.gz	data/raw/GSE92415/GSE92415_series_matrix.txt.gz	61cd218f97a47c94902fc4094284424041203f7c809447bf45aae321749c8bf1	downloaded
GSE23597	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23597/matrix/GSE23597_series_matrix.txt.gz	data/raw/GSE23597/GSE23597_series_matrix.txt.gz	d36fe4df1b6903c2be9de761a66deb92598cce84105d26be48e956ea5a26ce50	downloaded
GSE16879	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16879/matrix/GSE16879_series_matrix.txt.gz	data/raw/GSE16879/GSE16879_series_matrix.txt.gz	8874d0d40217c3b92c44cead29bf15a0b157e45f62825c95b3c5183c0f513602	downloaded
GSE193677	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE193nnn/GSE193677/matrix/GSE193677_series_matrix.txt.gz	data/raw/GSE193677/GSE193677_series_matrix.txt.gz	7b155e6b1c7d1c39343c06f39b1ca4cff8af2d6ea7e92ed2e057f42c49bac362	downloaded
