dataset_id	endpoint	null_design	iteration	random_or	random_abs_log_or	observed_or
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	903	1.324928213549492	0.2813582795172665	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	904	1.0925669927005472	0.0885299666572801	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	905	1.227229649984489	0.2047593120173547	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	906	0.7021673344369274	0.3535835352177269	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	907	1.050858732153535	0.0496076700666325	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	908	1.348723072268449	0.2991582724370208	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	909	1.0501732600932403	0.0489551601694531	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	910	1.3203597568796797	0.2779042425558245	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	911	1.458742633023389	0.3775748544076855	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	912	1.0678572584113717	0.0656540784327487	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	913	1.4004367234339512	0.336784133286356	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	914	0.8103058226976312	0.210343543687109	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	915	1.1329977773893944	0.1248670203399684	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	916	1.1690359703832367	0.1561794522331647	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	917	1.09190147066695	0.0879206449249241	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	918	1.1257111862402809	0.1184150014708318	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	919	1.1427781038351437	0.1334622310886694	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	920	1.17225884850004	0.158932527263647	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	921	1.4351011221107444	0.3612353150986622	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	922	1.2665510944008198	0.2362975326389825	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	923	0.9216533220907448	0.0815861325428485	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	924	1.6352011163770157	0.4917658037429004	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	925	1.0979377665845105	0.0934336625962492	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	926	1.1080287022761943	0.102582492570977	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	927	0.7804285993003783	0.2479120239282703	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	928	1.0891211627724036	0.0853710983425435	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	929	1.118130350528425	0.1116579605379718	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	930	1.2797161996234976	0.2466383343040822	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	931	0.9640847544634106	0.0365760686684368	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	932	1.0468733540913528	0.0458079638188132	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	933	1.3325307847861023	0.2870799798199615	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	934	1.328025784992584	0.2836934672758244	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	935	1.3263333795941186	0.2824182776553834	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	936	1.2255511310668312	0.2033906457324193	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	937	0.9672070102730772	0.0333427317000901	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	938	1.2297570483873788	0.2068166282380811	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	939	0.9608838252359134	0.0399017667723069	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	940	0.8427241870666949	0.1711155547447163	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	941	1.013299412976809	0.0132117521537087	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	942	1.0943672203808743	0.0901763153002157	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	943	1.1891145075105614	0.1732089187995201	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	944	0.8566934882103464	0.1546750810561469	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	945	1.402907945784513	0.3385471865547012	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	946	1.108133784749914	0.1026773253952068	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	947	1.3675158340324025	0.3129958340640786	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	948	1.5514294193706082	0.4391767120059673	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	949	1.151745465487437	0.1412785877629196	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	950	1.5265252225629935	0.4229940561895974	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	951	1.0016160561060217	0.0016147516925006	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	952	1.721915754721343	0.5434374818827243	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	953	1.2395868496336724	0.2147781383189348	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	954	1.135850373549917	0.1273815981996159	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	955	0.9777643133349776	0.022486626399736	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	956	1.1026602700156611	0.097725687402441	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	957	1.5280079487643938	0.4239648928017364	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	958	1.422663289317515	0.3525306708118186	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	959	1.3627471700564109	0.3095026403183143	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	960	1.220010841921553	0.1988597455266226	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	961	0.8753458716431102	0.1331361888499826	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	962	1.1599003727535484	0.1483341158726117	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	963	1.069026737305642	0.0667486432414839	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	964	1.1283603866079512	0.120765593722986	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	965	1.5820542325516838	0.4587241497640031	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	966	1.6097998789556227	0.4761098724853099	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	967	1.4259675195790793	0.3548505444389244	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	968	1.234146522859347	0.2103796565699948	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	969	1.656243207039296	0.5045519093337482	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	970	1.2403485008000652	0.2153923891623752	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	971	1.367306902489769	0.3128430405829877	1.7124211297115577
GSE193677	IBD versus control, one biopsy per participant	expression_and_variance_matched_module_structure	972	1.25157451222595	0.2244023684521139	1.7124211297115577
