sample_id	dataset_id	axis_score	upstream_score	mmp_score	junction_score	scoring_method	qc_flags
GSM2715882	GSE101794	0.295112	0.220634	0.379112	0.285589	signed_within_dataset_zscore_mean	ok
GSM2715883	GSE101794	0.239178	0.675089	-0.824511	0.866955	signed_within_dataset_zscore_mean	ok
GSM2715884	GSE101794	0.711261	0.561451	0.992651	0.579682	signed_within_dataset_zscore_mean	ok
GSM2715885	GSE101794	0.259126	-0.10968	0.669033	0.218024	signed_within_dataset_zscore_mean	ok
GSM2715886	GSE101794	-0.462115	-0.287306	-0.46972	-0.62932	signed_within_dataset_zscore_mean	ok
GSM2715887	GSE101794	-0.230301	-0.169582	-0.411886	-0.109434	signed_within_dataset_zscore_mean	ok
GSM2715888	GSE101794	-0.258879	0.305195	-1.0991	0.0172667	signed_within_dataset_zscore_mean	ok
GSM2715889	GSE101794	-0.317978	-0.0436089	-0.860528	-0.0497984	signed_within_dataset_zscore_mean	ok
GSM2715890	GSE101794	-0.124337	-0.666464	1.46109	-1.16763	signed_within_dataset_zscore_mean	ok
GSM2715891	GSE101794	0.350202	-0.297544	1.48745	-0.139299	signed_within_dataset_zscore_mean	ok
GSM2715892	GSE101794	-0.184575	-0.547273	-0.143955	0.137505	signed_within_dataset_zscore_mean	ok
GSM2715893	GSE101794	0.034585	-0.329532	0.400167	0.0331202	signed_within_dataset_zscore_mean	ok
GSM2715894	GSE101794	0.0601299	-0.202552	0.0133551	0.369586	signed_within_dataset_zscore_mean	ok
GSM2715895	GSE101794	-0.82248	-0.899394	-0.847063	-0.720982	signed_within_dataset_zscore_mean	ok
GSM2715896	GSE101794	0.695112	-0.454706	2.00105	0.538997	signed_within_dataset_zscore_mean	ok
GSM2715897	GSE101794	0.0695176	-0.325485	0.562489	-0.0284517	signed_within_dataset_zscore_mean	ok
GSM2715898	GSE101794	0.089819	-0.450241	0.828213	-0.108516	signed_within_dataset_zscore_mean	ok
GSM2715899	GSE101794	0.0151194	0.0434435	-0.0550663	0.0569809	signed_within_dataset_zscore_mean	ok
GSM2715900	GSE101794	-0.128242	0.203161	-0.853324	0.265436	signed_within_dataset_zscore_mean	ok
GSM2715901	GSE101794	-0.237567	-0.301963	-0.283663	-0.127074	signed_within_dataset_zscore_mean	ok
GSM2715902	GSE101794	0.664111	0.112898	1.42794	0.451496	signed_within_dataset_zscore_mean	ok
GSM2715903	GSE101794	-0.191085	-0.449609	-0.133544	0.00989841	signed_within_dataset_zscore_mean	ok
GSM2715904	GSE101794	-0.289345	-0.0399086	-0.241075	-0.587051	signed_within_dataset_zscore_mean	ok
GSM2715905	GSE101794	-0.639296	-0.0568095	-0.961287	-0.899792	signed_within_dataset_zscore_mean	ok
GSM2715906	GSE101794	-0.651583	-0.371292	-0.915968	-0.667488	signed_within_dataset_zscore_mean	ok
GSM2715907	GSE101794	-0.886293	-0.643987	-1.10925	-0.905641	signed_within_dataset_zscore_mean	ok
GSM2715908	GSE101794	-0.609424	-0.333587	-0.840781	-0.653905	signed_within_dataset_zscore_mean	ok
GSM2715909	GSE101794	-0.0882288	0.393274	-1.12602	0.468061	signed_within_dataset_zscore_mean	ok
GSM2715910	GSE101794	-0.452815	-0.174038	-0.845322	-0.339084	signed_within_dataset_zscore_mean	ok
GSM2715911	GSE101794	-0.5934	-0.172639	-1.09173	-0.515831	signed_within_dataset_zscore_mean	ok
GSM2715912	GSE101794	-0.52029	-0.36625	-0.684937	-0.509682	signed_within_dataset_zscore_mean	ok
GSM2715913	GSE101794	-0.700253	-0.86172	-0.814752	-0.424287	signed_within_dataset_zscore_mean	ok
GSM2715914	GSE101794	0.345124	1.65634	-1.03584	0.414863	signed_within_dataset_zscore_mean	ok
GSM2715915	GSE101794	-1.04484	-1.46076	-0.627464	-1.04631	signed_within_dataset_zscore_mean	ok
GSM2715916	GSE101794	-0.593496	-0.294854	-1.31387	-0.17177	signed_within_dataset_zscore_mean	ok
GSM2715917	GSE101794	-0.770121	-0.898078	-0.643647	-0.768637	signed_within_dataset_zscore_mean	ok
GSM2715918	GSE101794	-0.156377	-0.272109	0.0316012	-0.228624	signed_within_dataset_zscore_mean	ok
GSM2715919	GSE101794	-0.735668	-0.507149	-0.614437	-1.08542	signed_within_dataset_zscore_mean	ok
GSM2715920	GSE101794	-0.371634	-0.61853	-0.0542808	-0.44209	signed_within_dataset_zscore_mean	ok
GSM2715921	GSE101794	-0.765216	-0.340947	-1.12549	-0.829208	signed_within_dataset_zscore_mean	ok
GSM2715922	GSE101794	-0.0477959	0.667582	-1.18552	0.374553	signed_within_dataset_zscore_mean	ok
GSM2715923	GSE101794	-0.423955	-0.699485	-0.141988	-0.430394	signed_within_dataset_zscore_mean	ok
GSM2715924	GSE101794	-0.175707	0.209195	-0.698383	-0.037933	signed_within_dataset_zscore_mean	ok
GSM2715925	GSE101794	-0.719438	-0.644869	-0.974665	-0.538779	signed_within_dataset_zscore_mean	ok
GSM2715926	GSE101794	0.201912	0.502201	-0.538051	0.641585	signed_within_dataset_zscore_mean	ok
GSM2715927	GSE101794	0.140732	0.705215	-0.765239	0.482218	signed_within_dataset_zscore_mean	ok
GSM2715928	GSE101794	-0.422328	0.151856	-0.870474	-0.548367	signed_within_dataset_zscore_mean	ok
GSM2715929	GSE101794	-0.884765	-0.951375	-0.732936	-0.969983	signed_within_dataset_zscore_mean	ok
GSM2715930	GSE101794	-0.560022	-0.563858	-0.811553	-0.304655	signed_within_dataset_zscore_mean	ok
GSM2715931	GSE101794	-0.465486	-0.441513	-0.573357	-0.381589	signed_within_dataset_zscore_mean	ok
GSM2715932	GSE101794	-0.568356	-0.633681	-0.387357	-0.684029	signed_within_dataset_zscore_mean	ok
GSM2715933	GSE101794	-0.848114	-0.590168	-1.14021	-0.813962	signed_within_dataset_zscore_mean	ok
GSM2715934	GSE101794	-0.697232	-0.370859	-0.704189	-1.01665	signed_within_dataset_zscore_mean	ok
GSM2715935	GSE101794	-0.605827	-0.512854	-1.0308	-0.273833	signed_within_dataset_zscore_mean	ok
GSM2715936	GSE101794	-0.744599	-0.907807	-0.366493	-0.959497	signed_within_dataset_zscore_mean	ok
GSM2715937	GSE101794	-0.30244	0.583094	-1.09322	-0.397193	signed_within_dataset_zscore_mean	ok
GSM2715938	GSE101794	-0.535955	-0.213212	-0.451602	-0.943051	signed_within_dataset_zscore_mean	ok
GSM2715939	GSE101794	-0.68649	-0.668439	-0.824178	-0.566853	signed_within_dataset_zscore_mean	ok
GSM2715940	GSE101794	0.494024	1.84893	-1.21635	0.849492	signed_within_dataset_zscore_mean	ok
GSM2715941	GSE101794	-0.500674	-0.602648	-0.512327	-0.387047	signed_within_dataset_zscore_mean	ok
GSM2715942	GSE101794	-0.690557	-0.905443	-0.806379	-0.35985	signed_within_dataset_zscore_mean	ok
GSM2715943	GSE101794	-0.516339	-0.184746	-1.03953	-0.32474	signed_within_dataset_zscore_mean	ok
GSM2715944	GSE101794	0.408924	1.63781	-0.93836	0.527327	signed_within_dataset_zscore_mean	ok
GSM2715945	GSE101794	-0.64605	-0.593172	-0.804792	-0.540185	signed_within_dataset_zscore_mean	ok
GSM2715946	GSE101794	-0.590104	-0.902046	-0.523225	-0.34504	signed_within_dataset_zscore_mean	ok
GSM2715947	GSE101794	-0.598138	-0.788072	-0.726851	-0.279489	signed_within_dataset_zscore_mean	ok
GSM2715948	GSE101794	-0.804604	-0.796547	-0.834002	-0.783264	signed_within_dataset_zscore_mean	ok
GSM2715949	GSE101794	-0.863802	-0.347232	-1.08286	-1.16131	signed_within_dataset_zscore_mean	ok
GSM2715950	GSE101794	-0.800691	-0.875483	-0.704679	-0.821911	signed_within_dataset_zscore_mean	ok
GSM2715951	GSE101794	-0.785755	-0.28133	-1.1139	-0.962035	signed_within_dataset_zscore_mean	ok
GSM2715952	GSE101794	-0.68874	0.15485	-1.47462	-0.746453	signed_within_dataset_zscore_mean	ok
GSM2715953	GSE101794	0.299881	1.47916	-1.11479	0.535273	signed_within_dataset_zscore_mean	ok
GSM2715954	GSE101794	-0.0968708	0.598628	-0.97939	0.0901491	signed_within_dataset_zscore_mean	ok
GSM307886	GSE12251	-0.0921903	-0.470662	0.191471	0.00262035	signed_within_dataset_zscore_mean	ok
GSM307887	GSE12251	0.243222	0.543983	0.00250951	0.183174	signed_within_dataset_zscore_mean	ok
GSM307888	GSE12251	-0.311277	-0.248966	-0.365083	-0.319782	signed_within_dataset_zscore_mean	ok
GSM307889	GSE12251	-0.116499	0.0597977	-0.68638	0.277084	signed_within_dataset_zscore_mean	ok
GSM307890	GSE12251	0.0569777	-0.549494	-0.00352632	0.723953	signed_within_dataset_zscore_mean	ok
GSM307891	GSE12251	0.355811	-0.145516	1.13212	0.0808252	signed_within_dataset_zscore_mean	ok
GSM307892	GSE12251	-0.793503	0.226807	-0.530013	-2.0773	signed_within_dataset_zscore_mean	ok
GSM307893	GSE12251	0.252551	0.710909	0.369781	-0.323036	signed_within_dataset_zscore_mean	ok
GSM307894	GSE12251	-0.846249	-0.931807	-0.464317	-1.14262	signed_within_dataset_zscore_mean	ok
GSM307895	GSE12251	0.228487	0.373874	0.25679	0.0547976	signed_within_dataset_zscore_mean	ok
GSM307896	GSE12251	-1.07132	-0.689565	-1.0956	-1.42879	signed_within_dataset_zscore_mean	ok
GSM307897	GSE12251	-0.172055	-0.901136	-0.0193223	0.404294	signed_within_dataset_zscore_mean	ok
GSM307898	GSE12251	0.825137	-0.0755618	1.71124	0.839737	signed_within_dataset_zscore_mean	ok
GSM307899	GSE12251	-0.36943	-0.6093	-0.39107	-0.107919	signed_within_dataset_zscore_mean	ok
GSM307900	GSE12251	-0.0975176	0.176063	-0.422424	-0.0461921	signed_within_dataset_zscore_mean	ok
GSM307901	GSE12251	-0.062132	-0.581184	0.0124621	0.382326	signed_within_dataset_zscore_mean	ok
GSM307902	GSE12251	0.532622	-0.170544	1.17168	0.596732	signed_within_dataset_zscore_mean	ok
GSM307903	GSE12251	0.0289252	0.0709594	-0.514434	0.53025	signed_within_dataset_zscore_mean	ok
GSM307904	GSE12251	0.986529	0.645043	0.986669	1.32787	signed_within_dataset_zscore_mean	ok
GSM307905	GSE12251	0.0784196	0.447109	-0.105186	-0.106664	signed_within_dataset_zscore_mean	ok
GSM307906	GSE12251	0.394238	1.12575	-0.266611	0.323576	signed_within_dataset_zscore_mean	ok
GSM307907	GSE12251	-0.211079	0.640403	-0.826504	-0.447136	signed_within_dataset_zscore_mean	ok
GSM307908	GSE12251	0.16033	0.353038	-0.144251	0.272205	signed_within_dataset_zscore_mean	ok
GSM2429346	GSE92415	0.263717	-0.597101	0.375642	1.01261	signed_within_dataset_zscore_mean	ok
GSM2429347	GSE92415	0.374133	-0.332413	0.405669	1.04914	signed_within_dataset_zscore_mean	ok
GSM2429348	GSE92415	-0.606046	-0.0444664	-1.27213	-0.501539	signed_within_dataset_zscore_mean	ok
GSM2429349	GSE92415	0.0579231	-0.166098	0.133756	0.206112	signed_within_dataset_zscore_mean	ok
GSM2429350	GSE92415	-0.0252822	-0.292351	-0.14704	0.363544	signed_within_dataset_zscore_mean	ok
GSM2429351	GSE92415	0.513609	0.0384008	0.77582	0.726606	signed_within_dataset_zscore_mean	ok
GSM2429352	GSE92415	0.656337	0.0228866	1.08524	0.860886	signed_within_dataset_zscore_mean	ok
GSM2429353	GSE92415	-0.158542	-0.3085	0.392878	-0.560005	signed_within_dataset_zscore_mean	ok
GSM2429354	GSE92415	0.62978	0.371164	0.5721	0.946076	signed_within_dataset_zscore_mean	ok
GSM2429355	GSE92415	-0.0213688	-0.814746	0.777518	-0.0268789	signed_within_dataset_zscore_mean	ok
GSM2429356	GSE92415	0.521832	-0.268464	0.675675	1.15829	signed_within_dataset_zscore_mean	ok
GSM2429357	GSE92415	-0.128432	-0.350579	-0.360363	0.325647	signed_within_dataset_zscore_mean	ok
GSM2429358	GSE92415	0.0416458	-0.322483	0.015515	0.431905	signed_within_dataset_zscore_mean	ok
GSM2429359	GSE92415	0.169408	-0.111938	-0.355306	0.975467	signed_within_dataset_zscore_mean	ok
GSM2429360	GSE92415	0.260124	-0.278477	0.164246	0.894603	signed_within_dataset_zscore_mean	ok
GSM2429361	GSE92415	0.668038	-0.263867	0.938359	1.32962	signed_within_dataset_zscore_mean	ok
GSM2429362	GSE92415	0.590733	-0.00919439	0.537131	1.24426	signed_within_dataset_zscore_mean	ok
GSM2429363	GSE92415	0.584168	0.0585304	1.79172	-0.0977469	signed_within_dataset_zscore_mean	ok
GSM2429364	GSE92415	0.472449	-0.307941	1.25978	0.465507	signed_within_dataset_zscore_mean	ok
GSM2429365	GSE92415	0.617757	0.0156379	1.32391	0.513729	signed_within_dataset_zscore_mean	ok
GSM2429366	GSE92415	0.446146	-0.0816202	0.977383	0.442673	signed_within_dataset_zscore_mean	ok
GSM2429367	GSE92415	0.55145	-0.12738	1.16185	0.619875	signed_within_dataset_zscore_mean	ok
GSM2429368	GSE92415	0.67526	0.49833	0.771014	0.756436	signed_within_dataset_zscore_mean	ok
GSM2429369	GSE92415	0.199088	-0.249469	0.813514	0.0332199	signed_within_dataset_zscore_mean	ok
GSM2429370	GSE92415	-0.117243	-0.283557	0.263764	-0.331935	signed_within_dataset_zscore_mean	ok
GSM2429371	GSE92415	0.126822	-0.119423	0.126966	0.372924	signed_within_dataset_zscore_mean	ok
GSM2429372	GSE92415	0.761714	-0.165382	1.30165	1.14888	signed_within_dataset_zscore_mean	ok
GSM2429373	GSE92415	-0.419913	-0.431304	-0.112847	-0.715587	signed_within_dataset_zscore_mean	ok
GSM2429374	GSE92415	0.0750232	-0.377838	0.517583	0.0853241	signed_within_dataset_zscore_mean	ok
GSM2429375	GSE92415	-0.103954	-0.329861	0.0666692	-0.0486714	signed_within_dataset_zscore_mean	ok
GSM2429376	GSE92415	0.192988	0.0717093	0.554567	-0.0473113	signed_within_dataset_zscore_mean	ok
GSM2429377	GSE92415	0.100107	0.602642	-0.426814	0.124493	signed_within_dataset_zscore_mean	ok
GSM2429378	GSE92415	0.210868	0.897515	0.0789957	-0.343907	signed_within_dataset_zscore_mean	ok
GSM2429379	GSE92415	0.107908	0.3583	0.588584	-0.62316	signed_within_dataset_zscore_mean	ok
GSM2429380	GSE92415	-0.00634265	-0.0454169	0.240784	-0.214395	signed_within_dataset_zscore_mean	ok
GSM2429381	GSE92415	-0.0748845	0.0713018	0.36232	-0.658275	signed_within_dataset_zscore_mean	ok
GSM2429382	GSE92415	-0.0595425	0.658595	-0.127646	-0.709577	signed_within_dataset_zscore_mean	ok
GSM2429383	GSE92415	0.484641	0.339041	0.408333	0.706549	signed_within_dataset_zscore_mean	ok
GSM2429384	GSE92415	0.512139	-0.0525163	0.612166	0.976767	signed_within_dataset_zscore_mean	ok
GSM2429385	GSE92415	0.114081	-0.322024	0.464573	0.199693	signed_within_dataset_zscore_mean	ok
GSM2429386	GSE92415	0.733226	0.00636841	1.6795	0.513812	signed_within_dataset_zscore_mean	ok
GSM2429387	GSE92415	0.340593	0.485855	0.279785	0.25614	signed_within_dataset_zscore_mean	ok
GSM2429388	GSE92415	0.289913	-0.333029	0.185524	1.01724	signed_within_dataset_zscore_mean	ok
GSM2429389	GSE92415	0.389181	0.415419	0.414626	0.337499	signed_within_dataset_zscore_mean	ok
GSM2429390	GSE92415	-0.592925	-0.18069	-0.957853	-0.640231	signed_within_dataset_zscore_mean	ok
GSM2429391	GSE92415	0.10959	0.0286245	-0.109535	0.409682	signed_within_dataset_zscore_mean	ok
GSM2429392	GSE92415	-0.104799	-0.0352382	-0.618161	0.339004	signed_within_dataset_zscore_mean	ok
GSM2429393	GSE92415	0.383293	-0.375232	0.24359	1.28152	signed_within_dataset_zscore_mean	ok
GSM2429394	GSE92415	-0.763767	-0.232527	-1.38756	-0.671214	signed_within_dataset_zscore_mean	ok
GSM2429395	GSE92415	-0.205175	-0.385236	-0.288819	0.0585288	signed_within_dataset_zscore_mean	ok
GSM2429396	GSE92415	0.127106	-0.469963	0.286083	0.565198	signed_within_dataset_zscore_mean	ok
GSM2429397	GSE92415	0.0783146	-0.0648211	-0.357856	0.65762	signed_within_dataset_zscore_mean	ok
GSM2429398	GSE92415	0.357121	0.0653998	0.638844	0.367118	signed_within_dataset_zscore_mean	ok
GSM2429399	GSE92415	-0.040262	-0.360684	0.183587	0.0563116	signed_within_dataset_zscore_mean	ok
GSM2429400	GSE92415	-0.512037	-0.0865307	-0.981372	-0.46821	signed_within_dataset_zscore_mean	ok
GSM2429401	GSE92415	-0.00239535	0.998369	0.23558	-1.24113	signed_within_dataset_zscore_mean	ok
GSM2429402	GSE92415	0.728127	1.01468	0.815351	0.354354	signed_within_dataset_zscore_mean	ok
GSM2429403	GSE92415	0.389896	0.126025	0.443061	0.600601	signed_within_dataset_zscore_mean	ok
GSM2429404	GSE92415	-0.180228	-0.517454	0.0258837	-0.049113	signed_within_dataset_zscore_mean	ok
GSM2429405	GSE92415	-0.509695	-0.338621	-0.521706	-0.668759	signed_within_dataset_zscore_mean	ok
GSM2429406	GSE92415	-0.49563	-0.305036	-1.02276	-0.159096	signed_within_dataset_zscore_mean	ok
GSM2429407	GSE92415	0.505666	-0.192165	1.21258	0.496581	signed_within_dataset_zscore_mean	ok
GSM2429408	GSE92415	0.602584	-0.0723786	0.510851	1.36928	signed_within_dataset_zscore_mean	ok
GSM2429409	GSE92415	-0.373115	0.318658	-1.23591	-0.202095	signed_within_dataset_zscore_mean	ok
GSM2429410	GSE92415	0.424356	0.0734999	0.376193	0.823374	signed_within_dataset_zscore_mean	ok
GSM2429411	GSE92415	1.0907	0.198122	0.43184	2.64215	signed_within_dataset_zscore_mean	ok
GSM2429412	GSE92415	-0.656714	0.458767	-2.03606	-0.392848	signed_within_dataset_zscore_mean	ok
GSM2429413	GSE92415	-0.612532	-0.386761	-1.38276	-0.0680719	signed_within_dataset_zscore_mean	ok
GSM2429414	GSE92415	-0.471233	-0.290082	-0.0420877	-1.08153	signed_within_dataset_zscore_mean	ok
GSM2429415	GSE92415	-0.528968	0.00186865	-0.902421	-0.68635	signed_within_dataset_zscore_mean	ok
GSM2429416	GSE92415	-0.64693	-0.136799	-1.39154	-0.412451	signed_within_dataset_zscore_mean	ok
GSM2429417	GSE92415	0.292544	-0.196192	0.264979	0.808846	signed_within_dataset_zscore_mean	ok
GSM2429418	GSE92415	0.623815	0.0468049	0.841153	0.983488	signed_within_dataset_zscore_mean	ok
GSM2429419	GSE92415	-0.348587	0.541509	-1.37891	-0.208365	signed_within_dataset_zscore_mean	ok
GSM2429420	GSE92415	0.504458	0.298839	0.499974	0.71456	signed_within_dataset_zscore_mean	ok
GSM2429421	GSE92415	0.199768	0.540349	0.0905108	-0.0315547	signed_within_dataset_zscore_mean	ok
GSM2429422	GSE92415	-0.386267	0.00745661	-0.282129	-0.884129	signed_within_dataset_zscore_mean	ok
GSM2429423	GSE92415	0.1358	-0.643631	0.365362	0.685668	signed_within_dataset_zscore_mean	ok
GSM2429424	GSE92415	-0.460145	0.757238	-0.376363	-1.76131	signed_within_dataset_zscore_mean	ok
GSM2429425	GSE92415	0.92754	0.978582	1.56156	0.242475	signed_within_dataset_zscore_mean	ok
GSM2429426	GSE92415	0.715071	1.0316	1.17844	-0.064832	signed_within_dataset_zscore_mean	ok
GSM2429427	GSE92415	0.13769	0.793529	-0.0781893	-0.302269	signed_within_dataset_zscore_mean	ok
GSM2429428	GSE92415	0.183556	0.405243	0.510487	-0.365062	signed_within_dataset_zscore_mean	ok
GSM2429429	GSE92415	0.389159	0.137766	0.964897	0.0648139	signed_within_dataset_zscore_mean	ok
GSM2429430	GSE92415	0.231672	0.359996	0.601404	-0.266383	signed_within_dataset_zscore_mean	ok
GSM2429431	GSE92415	-0.028599	0.756678	-0.286749	-0.555726	signed_within_dataset_zscore_mean	ok
GSM2429432	GSE92415	0.335828	1.0102	0.660181	-0.662896	signed_within_dataset_zscore_mean	ok
GSM2429433	GSE92415	-0.120289	0.256953	-0.268311	-0.349508	signed_within_dataset_zscore_mean	ok
GSM2429434	GSE92415	-0.281179	0.442815	-0.632264	-0.654087	signed_within_dataset_zscore_mean	ok
GSM2429435	GSE92415	0.265037	-0.397645	0.51913	0.673626	signed_within_dataset_zscore_mean	ok
GSM2429436	GSE92415	0.636325	0.137615	1.4156	0.355756	signed_within_dataset_zscore_mean	ok
GSM2429437	GSE92415	0.186077	0.207708	0.523822	-0.173297	signed_within_dataset_zscore_mean	ok
GSM2429438	GSE92415	-0.455791	0.480989	-0.96994	-0.878422	signed_within_dataset_zscore_mean	ok
GSM2429439	GSE92415	0.33804	-0.425979	0.411196	1.0289	signed_within_dataset_zscore_mean	ok
GSM2429440	GSE92415	0.497652	0.122147	1.35236	0.0184458	signed_within_dataset_zscore_mean	ok
GSM2429441	GSE92415	-0.292685	-0.408667	-0.358123	-0.111265	signed_within_dataset_zscore_mean	ok
GSM2429442	GSE92415	0.55059	0.216459	0.94273	0.49258	signed_within_dataset_zscore_mean	ok
GSM2429443	GSE92415	-0.134219	0.132628	-0.248256	-0.287029	signed_within_dataset_zscore_mean	ok
GSM2429444	GSE92415	-0.845317	-0.0145996	-1.12989	-1.39146	signed_within_dataset_zscore_mean	ok
GSM2429445	GSE92415	0.201194	0.00454882	0.414146	0.184887	signed_within_dataset_zscore_mean	ok
GSM2429446	GSE92415	-1.12041	-0.312396	-1.7615	-1.28734	signed_within_dataset_zscore_mean	ok
GSM2429447	GSE92415	-0.439604	0.412816	-1.09238	-0.639242	signed_within_dataset_zscore_mean	ok
GSM2429448	GSE92415	-0.329232	-0.136913	-0.539807	-0.310978	signed_within_dataset_zscore_mean	ok
GSM2429449	GSE92415	-0.681612	-0.29752	-0.721008	-1.02631	signed_within_dataset_zscore_mean	ok
GSM2429450	GSE92415	-0.0896877	0.616162	-0.847144	-0.0380814	signed_within_dataset_zscore_mean	ok
GSM2429451	GSE92415	0.0533858	0.56964	0.27264	-0.682123	signed_within_dataset_zscore_mean	ok
GSM2429452	GSE92415	0.245266	0.120927	0.769746	-0.154875	signed_within_dataset_zscore_mean	ok
GSM2429453	GSE92415	-0.313411	-0.323416	-0.688452	0.0716328	signed_within_dataset_zscore_mean	ok
GSM2429454	GSE92415	-0.203864	-0.0475978	0.132063	-0.696056	signed_within_dataset_zscore_mean	ok
GSM2429455	GSE92415	-1.35933	-0.534229	-1.43321	-2.11054	signed_within_dataset_zscore_mean	ok
GSM2429456	GSE92415	-0.370547	0.304329	-0.922694	-0.493276	signed_within_dataset_zscore_mean	ok
GSM2429457	GSE92415	-0.901669	-0.588632	-1.2669	-0.849471	signed_within_dataset_zscore_mean	ok
GSM2429458	GSE92415	-0.984731	-0.24488	-1.63049	-1.07882	signed_within_dataset_zscore_mean	ok
GSM2429459	GSE92415	-1.07706	-0.255632	-1.43309	-1.54245	signed_within_dataset_zscore_mean	ok
GSM2429460	GSE92415	-0.899677	-0.629681	-1.44346	-0.625887	signed_within_dataset_zscore_mean	ok
GSM2429461	GSE92415	-1.02077	-0.54861	-1.36074	-1.15294	signed_within_dataset_zscore_mean	ok
GSM2429462	GSE92415	-1.12634	-0.416267	-1.73681	-1.22594	signed_within_dataset_zscore_mean	ok
GSM2429463	GSE92415	-0.991939	-0.742428	-1.81477	-0.418621	signed_within_dataset_zscore_mean	ok
GSM2429464	GSE92415	-0.979416	-0.171711	-0.99204	-1.7745	signed_within_dataset_zscore_mean	ok
GSM2429465	GSE92415	0.0139953	0.606477	-0.51347	-0.0510216	signed_within_dataset_zscore_mean	ok
GSM2429466	GSE92415	-0.834979	0.68263	-1.6785	-1.50906	signed_within_dataset_zscore_mean	ok
GSM2429467	GSE92415	-0.41464	0.148969	-1.1116	-0.281286	signed_within_dataset_zscore_mean	ok
GSM2429468	GSE92415	-0.731165	0.801694	-1.54424	-1.45095	signed_within_dataset_zscore_mean	ok
GSM2429469	GSE92415	-0.59105	0.123754	-0.226621	-1.67028	signed_within_dataset_zscore_mean	ok
GSM2429470	GSE92415	-0.670438	0.18214	-1.32772	-0.865736	signed_within_dataset_zscore_mean	ok
GSM2429471	GSE92415	-0.577078	0.133398	-1.28413	-0.580504	signed_within_dataset_zscore_mean	ok
GSM2429472	GSE92415	-1.05601	-0.640476	-1.63583	-0.891716	signed_within_dataset_zscore_mean	ok
GSM2429473	GSE92415	-0.680201	-0.0707974	-0.983979	-0.985826	signed_within_dataset_zscore_mean	ok
GSM2429474	GSE92415	-0.993246	-0.353986	-1.35183	-1.27392	signed_within_dataset_zscore_mean	ok
GSM2429475	GSE92415	-0.786174	-0.0764102	-1.7314	-0.550711	signed_within_dataset_zscore_mean	ok
GSM2429476	GSE92415	0.656003	-0.231173	1.0738	1.12539	signed_within_dataset_zscore_mean	ok
GSM2429477	GSE92415	-0.235296	-0.714111	0.135656	-0.127434	signed_within_dataset_zscore_mean	ok
GSM2429478	GSE92415	0.0419293	-0.149094	0.260499	0.0143829	signed_within_dataset_zscore_mean	ok
GSM2429479	GSE92415	-0.884118	-0.160402	-1.61246	-0.879491	signed_within_dataset_zscore_mean	ok
GSM2429480	GSE92415	0.912533	0.301251	1.49219	0.944157	signed_within_dataset_zscore_mean	ok
GSM2429481	GSE92415	0.383948	-0.0941549	1.56362	-0.317625	signed_within_dataset_zscore_mean	ok
GSM2429482	GSE92415	0.638436	-0.131915	1.10705	0.940172	signed_within_dataset_zscore_mean	ok
GSM2429483	GSE92415	-0.174963	-0.39958	-0.594596	0.469286	signed_within_dataset_zscore_mean	ok
GSM2429484	GSE92415	0.315377	-0.498113	0.584604	0.859641	signed_within_dataset_zscore_mean	ok
GSM2429485	GSE92415	0.33342	-0.387416	0.642852	0.744824	signed_within_dataset_zscore_mean	ok
GSM2429486	GSE92415	0.272968	-0.643189	0.734313	0.727778	signed_within_dataset_zscore_mean	ok
GSM2429487	GSE92415	0.330097	-0.568072	0.90799	0.650374	signed_within_dataset_zscore_mean	ok
GSM2429488	GSE92415	-0.037276	-0.391054	-0.14448	0.423706	signed_within_dataset_zscore_mean	ok
GSM2429489	GSE92415	0.676919	0.360099	0.740547	0.930111	signed_within_dataset_zscore_mean	ok
GSM2429490	GSE92415	0.634994	0.517751	0.939597	0.447633	signed_within_dataset_zscore_mean	ok
GSM2429491	GSE92415	-0.150956	0.438532	0.108411	-0.999812	signed_within_dataset_zscore_mean	ok
GSM2429492	GSE92415	0.553374	0.940989	1.09756	-0.378426	signed_within_dataset_zscore_mean	ok
GSM2429493	GSE92415	0.778134	1.39312	0.866443	0.074841	signed_within_dataset_zscore_mean	ok
GSM2429494	GSE92415	-0.339987	-0.0763444	-0.250903	-0.692714	signed_within_dataset_zscore_mean	ok
GSM2429495	GSE92415	-0.087969	-0.124717	0.158554	-0.297744	signed_within_dataset_zscore_mean	ok
GSM2429496	GSE92415	0.564741	-0.0980912	0.711522	1.08079	signed_within_dataset_zscore_mean	ok
GSM2429497	GSE92415	0.603309	-0.540819	0.371695	1.97905	signed_within_dataset_zscore_mean	ok
GSM2429498	GSE92415	-0.00169458	-0.0280293	-0.250698	0.273643	signed_within_dataset_zscore_mean	ok
GSM2429499	GSE92415	0.67016	0.190658	0.607904	1.21192	signed_within_dataset_zscore_mean	ok
GSM2429500	GSE92415	-0.274715	-0.289564	-0.486361	-0.0482186	signed_within_dataset_zscore_mean	ok
GSM2429501	GSE92415	-0.12815	0.271728	-0.750308	0.0941305	signed_within_dataset_zscore_mean	ok
GSM2429502	GSE92415	0.193111	-0.80959	0.404889	0.984032	signed_within_dataset_zscore_mean	ok
GSM2429503	GSE92415	-0.193899	-0.816388	-0.15973	0.39442	signed_within_dataset_zscore_mean	ok
GSM2429504	GSE92415	-0.660902	-0.175007	-1.41239	-0.395309	signed_within_dataset_zscore_mean	ok
